,age,age_num,marital status,workinghours,workinghours_num,education,education_num,workclass,occupation,race,sex,income
906,25-29,2,Never married,20-39,2,Bachelor Degree,8,private,Education,White alone,Female,low
4437,30-39,3,Never married,20-39,2,Doctorate Degree,10,self employed,"Science, Engineering, Technology",White alone,Female,low
15781,60-69,6,Married,40-49,3,High School or GED Diploma,5,governmental,Construction/Extraction,White alone,Male,high
12348,50-59,5,Separated,40-49,3,High School or GED Diploma,5,self employed,Sales,White alone,Female,low
646,Younger than 25,1,Never married,40-49,3,"Started College, No Diploma",6,private,Sales,White alone,Female,low
6462,50-59,5,Married,40-49,3,Bachelor Degree,8,private,Office/Administrative Support,White alone,Female,low
10598,60-69,6,Married,40-49,3,High School or GED Diploma,5,private,Sales,White alone,Male,high
8150,50-59,5,Married,40-49,3,High School or GED Diploma,5,governmental,Production/Assembly,White alone,Male,low
9595,Younger than 25,1,Never married,Less than 20,1,"Started High School, No Diploma",4,private,Service/Hospitality,White alone,Male,low
15892,Older than 70,7,Married,20-39,2,High School or GED Diploma,5,private,Sales,White alone,Male,low
9002,50-59,5,Separated,40-49,3,Bachelor Degree,8,private,Office/Administrative Support,White alone,Male,high
21631,50-59,5,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Office/Administrative Support,Black or African American alone,Male,high
716,Younger than 25,1,Never married,40-49,3,"Started College, No Diploma",6,private,Construction/Extraction,Black or African American alone,Male,low
7700,25-29,2,Married,40-49,3,"Started College, No Diploma",6,private,Healthcare/Medical Services,White alone,Female,low
8543,25-29,2,Never married,40-49,3,"Started High School, No Diploma",4,private,Production/Assembly,Other,Female,low
16553,50-59,5,Married,40-49,3,Middle School,3,private,Production/Assembly,White alone,Male,low
21619,50-59,5,Never married,40-49,3,High School or GED Diploma,5,private,Service/Hospitality,Other,Male,low
11413,50-59,5,Married,More than 50,4,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,low
4589,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,private,Office/Administrative Support,Black or African American alone,Female,low
3468,40-49,4,Married,40-49,3,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,high
2902,40-49,4,Married,20-39,2,Associate Degree,7,private,Office/Administrative Support,White alone,Female,low
7981,60-69,6,Married,40-49,3,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Female,low
18516,Younger than 25,1,Never married,Less than 20,1,"Started College, No Diploma",6,private,Transport,Black or African American alone,Male,low
9077,50-59,5,Married,Less than 20,1,"Started High School, No Diploma",4,private,Office/Administrative Support,Black or African American alone,Female,low
7069,50-59,5,Separated,More than 50,4,"Started College, No Diploma",6,private,Sales,White alone,Male,low
10325,60-69,6,Married,More than 50,4,"Started College, No Diploma",6,private,Management/Business,White alone,Female,low
9647,Younger than 25,1,Never married,20-39,2,Associate Degree,7,private,Transport,White alone,Male,low
5117,50-59,5,Married,More than 50,4,Bachelor Degree,8,self employed,Finance/Accounting,White alone,Male,high
9813,25-29,2,Never married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,Black or African American alone,Male,low
8939,Younger than 25,1,Never married,Less than 20,1,"Started College, No Diploma",6,private,Sales,White alone,Female,low
19222,40-49,4,Never married,More than 50,4,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
2466,25-29,2,Never married,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,low
19355,40-49,4,Separated,20-39,2,Bachelor Degree,8,private,Education,Black or African American alone,Female,low
7749,60-69,6,Married,20-39,2,Master or other Degree Beyond Bachelor,9,private,Education,Black or African American alone,Female,low
17626,Older than 70,7,Separated,40-49,3,Elementary School,2,private,Sales,Black or African American alone,Female,low
20166,Older than 70,7,Widowed,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,White alone,Female,low
1468,50-59,5,Never married,Less than 20,1,High School or GED Diploma,5,private,Service/Hospitality,White alone,Male,low
14855,60-69,6,Separated,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,White alone,Female,high
14272,50-59,5,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,self employed,Healthcare/Medical Services,White alone,Male,high
12980,25-29,2,Never married,20-39,2,"Started College, No Diploma",6,private,Transport,White alone,Male,low
18254,40-49,4,Never married,More than 50,4,Bachelor Degree,8,private,"Farming, Fishing, Forestry",White alone,Male,low
18551,30-39,3,Married,20-39,2,High School or GED Diploma,5,private,Sales,White alone,Female,low
11880,50-59,5,Married,40-49,3,Bachelor Degree,8,private,Protective Services,White alone,Male,low
1111,50-59,5,Widowed,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Female,high
13884,50-59,5,Married,40-49,3,"Started College, No Diploma",6,governmental,Repair/Maintenance,White alone,Male,high
4424,50-59,5,Married,40-49,3,"Started High School, No Diploma",4,private,Management/Business,White alone,Female,high
5280,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Management/Business,White alone,Female,low
5245,50-59,5,Married,40-49,3,"Started College, No Diploma",6,self employed,Service/Hospitality,White alone,Female,low
1610,25-29,2,Married,40-49,3,High School or GED Diploma,5,private,Construction/Extraction,White alone,Male,low
15001,30-39,3,Separated,40-49,3,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,low
9925,Younger than 25,1,Never married,20-39,2,"Started High School, No Diploma",4,private,Transport,Black or African American alone,Male,low
14806,40-49,4,Married,More than 50,4,High School or GED Diploma,5,self employed,Construction/Extraction,White alone,Male,low
9265,40-49,4,Married,20-39,2,Bachelor Degree,8,self employed,Entertainment,White alone,Male,low
5698,40-49,4,Married,More than 50,4,Bachelor Degree,8,private,Sales,White alone,Male,high
19814,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,private,Healthcare/Medical Services,White alone,Female,low
8884,30-39,3,Separated,40-49,3,"Started College, No Diploma",6,governmental,Management/Business,White alone,Male,low
20066,60-69,6,Separated,40-49,3,Bachelor Degree,8,governmental,"Science, Engineering, Technology",White alone,Female,high
7917,30-39,3,Married,40-49,3,Bachelor Degree,8,governmental,Healthcare/Medical Services,White alone,Male,high
12113,60-69,6,Married,20-39,2,Associate Degree,7,private,Education,White alone,Female,low
139,Younger than 25,1,Never married,Less than 20,1,High School or GED Diploma,5,private,Sales,White alone,Female,low
2513,50-59,5,Married,More than 50,4,Associate Degree,7,private,Service/Hospitality,White alone,Female,low
10715,25-29,2,Never married,More than 50,4,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Male,low
14750,50-59,5,Separated,40-49,3,"Started High School, No Diploma",4,governmental,Transport,White alone,Female,low
3619,40-49,4,Married,20-39,2,High School or GED Diploma,5,private,Transport,Black or African American alone,Male,low
695,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Sales,White alone,Male,low
10566,25-29,2,Married,40-49,3,Bachelor Degree,8,private,Management/Business,White alone,Male,low
14523,60-69,6,Never married,40-49,3,"Started High School, No Diploma",4,private,Production/Assembly,White alone,Female,high
16020,50-59,5,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Transport,White alone,Male,high
19088,50-59,5,Married,40-49,3,Bachelor Degree,8,private,Office/Administrative Support,Black or African American alone,Female,low
161,25-29,2,Never married,40-49,3,High School or GED Diploma,5,governmental,Protective Services,White alone,Female,low
1785,50-59,5,Married,40-49,3,"Started College, No Diploma",6,private,Repair/Maintenance,White alone,Male,low
12933,40-49,4,Separated,More than 50,4,"Started High School, No Diploma",4,private,Service/Hospitality,White alone,Male,low
8704,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Construction/Extraction,White alone,Male,low
7526,50-59,5,Separated,20-39,2,"Started High School, No Diploma",4,private,Sales,White alone,Female,high
2237,30-39,3,Separated,40-49,3,High School or GED Diploma,5,private,Healthcare/Medical Services,Black or African American alone,Female,low
18718,60-69,6,Separated,More than 50,4,High School or GED Diploma,5,private,Management/Business,White alone,Male,high
3620,40-49,4,Married,40-49,3,Associate Degree,7,private,Healthcare/Medical Services,Black or African American alone,Female,low
14113,30-39,3,Married,More than 50,4,"Started College, No Diploma",6,private,Protective Services,White alone,Male,high
947,25-29,2,Never married,40-49,3,Bachelor Degree,8,private,Management/Business,Black or African American alone,Female,low
15652,50-59,5,Married,20-39,2,"Started College, No Diploma",6,private,Counseling/Mental Health Services,White alone,Female,low
11808,50-59,5,Separated,Less than 20,1,No Elementary School,1,self employed,Service/Hospitality,White alone,Male,low
20919,50-59,5,Married,40-49,3,"Started College, No Diploma",6,private,Management/Business,White alone,Male,high
8373,Older than 70,7,Widowed,Less than 20,1,High School or GED Diploma,5,private,Management/Business,White alone,Female,high
9508,60-69,6,Married,40-49,3,High School or GED Diploma,5,self employed,Management/Business,White alone,Female,low
7476,50-59,5,Separated,More than 50,4,"Started College, No Diploma",6,self employed,Finance/Accounting,White alone,Male,low
8341,30-39,3,Married,40-49,3,"Started College, No Diploma",6,private,Management/Business,White alone,Female,high
2415,40-49,4,Married,40-49,3,Bachelor Degree,8,governmental,Management/Business,White alone,Male,high
8084,Younger than 25,1,Never married,20-39,2,"Started High School, No Diploma",4,private,Service/Hospitality,White alone,Male,low
15835,60-69,6,Widowed,40-49,3,"Started High School, No Diploma",4,governmental,Management/Business,Black or African American alone,Female,low
10439,50-59,5,Married,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,White alone,Male,low
6177,50-59,5,Married,40-49,3,"Started College, No Diploma",6,private,Transport,White alone,Male,high
21564,25-29,2,Never married,40-49,3,Bachelor Degree,8,private,Finance/Accounting,White alone,Female,low
9251,60-69,6,Separated,40-49,3,High School or GED Diploma,5,private,Management/Business,White alone,Female,high
3921,60-69,6,Separated,Less than 20,1,High School or GED Diploma,5,private,Transport,White alone,Male,low
8467,50-59,5,Married,40-49,3,Associate Degree,7,private,Office/Administrative Support,White alone,Female,high
15617,40-49,4,Married,40-49,3,High School or GED Diploma,5,private,Healthcare/Medical Services,Black or African American alone,Female,low
11753,30-39,3,Married,40-49,3,High School or GED Diploma,5,private,Service/Hospitality,White alone,Female,low
19755,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,governmental,Military Services,White alone,Male,low
17581,50-59,5,Separated,40-49,3,High School or GED Diploma,5,private,Construction/Extraction,White alone,Male,high
2538,60-69,6,Married,Less than 20,1,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
20835,40-49,4,Married,40-49,3,"Started College, No Diploma",6,governmental,Production/Assembly,White alone,Male,low
16068,30-39,3,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Healthcare/Medical Services,White alone,Female,high
6499,40-49,4,Married,40-49,3,"Started College, No Diploma",6,governmental,Management/Business,Black or African American alone,Female,high
13881,25-29,2,Married,40-49,3,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,low
9885,50-59,5,Never married,40-49,3,"Started College, No Diploma",6,private,Management/Business,White alone,Female,high
16225,60-69,6,Married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,low
8937,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,White alone,Male,low
17902,60-69,6,Married,40-49,3,Bachelor Degree,8,private,Finance/Accounting,White alone,Female,low
9113,30-39,3,Married,More than 50,4,Bachelor Degree,8,private,Education,White alone,Female,low
